Project_id,Fund_id
53237704067475420YB38926,727
53366442027741792PG37371,794
53115698142002377NR49279,756
53191260842514888ZX89752,765
53496266894469880EV48749,727
53131214512204106JL50093,754
53977070508062702ES70194,737
53674919557528234OR27289,469
53360241365689532KI64469,212
53907831531207661CH73554,765
53406534716436868VG22123,738
53514821277284010UY94961,724
53391596468949692GW10977,888
53333588699680753AW42843,765
53323076753975505YK63189,754
53469545374944267BZ90112,754
53332453794451118MB93419,212
53301328100693272IL14446,212
53958911207380867LE93473,183
53228231428950529IU12485,745
53304850096927379AG10400,765
53953906732120022GB74852,737
53263178682024961WC66973,794
53589930070017047CU61125,765
53859497330558757KL20696,765
53865680753346898FN74401,872
53962431473647211HA35236,732
53531536563065856NT86540,872
53458887151140513YK67952,212
53454290385480379QQ84174,174
53315823385827661HD75240,888
53785438299819977VW55096,212
53205334720132061QT98716,212
53230193052444940WC91644,765
53691247582440746SZ13613,134
53247452618405732BL31494,134
53469802976756482HP29000,528
53874474253083978CS25087,88
53219420707634407RX44337,869
53507358249644797YN11571,765
53541122496910607PU40383,292
53908863181486526YL65254,221
53734941473582745FQ68700,749
53885490731917698CH28106,878
53544267188232612HW12282,765
53673652492185486KW29836,727
53271164017729141MC14652,719
53669313048359459YR19582,233
53803607663522837KG99810,727
53759166459239323FY34013,794
53109999958257166JD26893,179
53642604881799314RX85006,794
53145832071327529VB62832,550
53630818396730868UR40585,794
53757850508493891CY56089,766
53486435110899772JL42509,327
53817409433362862RV99498,116
53448723527880160BY15132,576
53381411525678174AJ50510,736
53628090677906144WO66811,736
53939045477369679SH13770,736
53692540735206596LT16610,752
53641486939505149HH85585,758
53271257738461953XV72715,142
53854100715204629MP91492,212
53989473071643810KP20795,212
53530089554303823OI45906,758
53366692214561315OU73338,758
53890866513708953HB79089,719
53587836755146937RN31965,212
53441176441261796UA52547,754
53947253821370241QZ53778,346
53905843658195054OZ53969,754
53290022350948311LU17132,737
53815019203918329OA97478,212
53641937107818152TA48247,770
53601551312082954VG90990,528
53456885023960579UR91101,212
53556858964142710PH60011,719
53420384499848916KY11072,719
53839857451759488LD75860,719
53905878090572085SF41927,869
53341026474890662UB37610,749
53664048529082165XL33090,984
53199309482661799NK82419,212
53739483534766224XK43435,228
53816268263444592OO91391,79
53402577363024323GN48451,333
53972980077289241TX87296,116
53326680592188123CI33610,834
53395284860145132UH78621,272
53601367302239063GV14772,756
53107587538098086HD80509,737
53583945285026046KO12795,406
5390821445937041YV69150,299
53493024870575250OG42045,79
53153087448409595OK46082,292
53402958592092104BG47468,530
53182940578779669HB58321,872
53767974997312822BX91518,719
53892465890097787FT89503,426
53181053598640487MJ96935,719
53795893441704036OV83515,794
53819675559554354HX43459,794
53929404609512988SO19180,73
53967386910453638SR69810,725
53458242821711195HI18839,725
53760834481001172BK40096,976
53908557416244268QN88754,737
53139938239802696ZD16143,79
53352393779392379CZ80460,888
53855533225532222OW30132,79
53464020830412484BK79154,79
53485683853235381QS83157,134
53287770152959154SZ96975,79
53121078438941949YB55579,736
53337006433139819NC30880,79
53540142101626473RH17719,719
53252387874889304ZB60791,986
53931439166391505AG42200,980
53416129739221757HY24733,863
53952993754085988QZ75800,727
53865076731435075MO70595,794
53114614266371920BH86323,725
53194259355228584BZ59754,283
53604525367013219RM47253,174
53933656082008749RP78721,725
53941509446443311TV93567,292
53479439193565578GK14760,766
53566830040461219VG46714,749
53806339218981733LM14490,745
53831601967517426EY40741,719
53361465967811887DD49866,736
53680897156547338FR59053,736
53376542078123816VK11153,719
53570956530106712OA71919,770
53583371860539532QP49640,770
53294556473580925WN18432,719
53782322477958808VX26840,719
53111228674715572FL46021,727
53252241023385409CK78809,976
53576202110486216PV70603,803
53365639585669743FP16988,721
53262908269836159HZ30748,737
53828414829021726KE90799,749
53980609150792662YA69292,986
53477802865312262DB55532,916
53480272463473871EL20470,79
53557954882847868NT60915,756
53825148236931849PL60899,916
53430005741518905YF28152,976
53102017862653196XE23315,756
53637198222489307ZP45477,765
53243355737352601XF42607,756
53845301180640989FQ81762,719
53539152729395463BH26233,756
53733190932468897EE54116,756
53385383070259771QL50622,756
53886547951141372MN67218,756
53337828417437798OR26077,134
53509661157912562RK56218,421
53486130325242152QN73179,927
53919008823577309DQ88980,721
53774602466237652IC70780,927
53224473165791098JM76431,927
53587054632417728RQ37706,770
53933497351166490OU48950,756
53133558179737365TD84624,756
53406307189594181TR88321,756
53560275837873314FA74556,756
53649069695219546GV27843,756
53343158998013433AT87394,756
53384812850502609MF68103,980
53593756043304214LM92264,737
53287893213159248WV30110,737
53182487492272692GF21609,756
53383406670949048CG78988,299
53475751404832577ME99421,745
53932759146679362HE81422,756
53544427715180534KK16752,756
53863118950015063DE54380,142
53138909536014118WJ31710,869
53522662272702764RN13327,756
53536724705339747BK98178,869
53963619737068847TS90546,497
53240615638633095JC38132,756
53378984234138709TY51582,756
53239165030985151FQ44827,888
53963533711163100NU92894,754
53657435519982525VO76054,719
53284602998739218RS44127,756
53788957547696001GQ58256,756
53834096523727192NY62760,721
53539053811758331LP48580,916
53313563372848422HA11804,916
53592911544604293KM85375,736
53304023778153506ML76344,736
53198567458564962VE73237,212
53517504544932901MQ31991,736
53369387259276671EA59136,916
53676996412161247RE69399,736
53293657044407199RF42880,756
53882630863197758DB12944,749
53396081592564390AI37288,540
53972850643060988MD43282,827
53264282550560064IL57788,977
53687187610493098SI72736,727
53732751100891416NE54627,732
53579452014049380KA94304,766
53973657333972400QT64853,766
53301500350124843AX41244,725
53829827555163013FO11257,725
53701213288434917LH11979,134
53607331061212284JJ77497,134
53658927758602649DV26285,719
53327921069431283JH10223,725
53158956642647352LY83936,497
53840595237590104WN28539,736
53194497539033712TJ33870,863
53711260670035450HX28434,784
53339559308728299KO19697,980
53777564310297597IG78487,541
53612094703937539DD98985,190
53615457939332541CB78472,413
53110868472033516TI28616,736
53140721632845636OG48269,299
53102603973133002YF20619,142
53496335925173444DI21827,756
53578936012768528ML82818,292
53840338941109310UN70025,550
53913289162858843EO87446,794
53695399070660032DN77275,236
53414428177124640AT21666,794
53149864865501403VS95968,79
53473135531588177QQ90428,794
53691117727391974VX12381,976
53674385121262480TM75628,233
53742019682182622OY16935,402
53430246530150601TL68489,402
53632271794680702EZ94331,866
53986605393459106BC93835,866
53126440634549666PV21759,327
53812689700543886WN52833,737
53436560903136835JD50412,212
53956168248066378IZ15478,160
53501732459974571MY95103,79
53288085428441021FZ75551,79
53151260525872894MK97850,719
53459591809594154AT17193,426
53685949204949570WT46883,426
53268934629965537CW38009,152
53750329480726681TK38024,754
53443370842360133IK20597,756
53262886610063340PR46287,426
53109057396988663JL78288,528
53986895865117313DR45619,834
53126441124237367QT37021,970
53152648158279106VP41916,794
53521738983167132UD44869,776
53262943211088544RJ58654,233
53239779740786356ON76625,519
53710581694217228IJ42597,758
53563256557595818VG72293,758
53444525949830294JF63739,794
53407783466151135MI84310,714
53206668440682476XA93736,770
53461150536597559PO55457,770
53580268014693267GP35860,888
53219540585009588OL33513,888
53801860304848475ZU61987,980
53593768167888766JC94109,803
53176701159164704KK65727,756
53348760690481833OZ58912,805
53697243913840406QJ57630,794
53363772245314241CX76167,794
53199151658821406AU67939,745
53336526647309281DA89266,794
53539981906869538XL12477,794
53821475698852616CG29916,160
53320774681001242LO38063,863
53514652114667997OE50006,863
53590038675228094XV26955,977
53717488814178998MN28924,424
53274590319634266KV66276,406
53620038041473933FS28974,721
53564615052605821IE62066,766
53166057736996392KK64017,794
53627573285472529LN38264,794
53214543635525028RI80498,324
53439821319736084SJ46927,324
53757219230773152EX44966,794
53831549214570307BD70199,794
53576785371974365RY74397,794
53337069657782443SS30402,794
53817263446507736QA84031,794
53246144012941792JT11646,756
53807696275386233BE44356,299
53419322043256076WR99241,794
53977742971011856UT43717,794
53828267927169410XQ18163,794
53165965206971996NN81606,776
53604322303370274JL71633,212
53621819048985674YK17660,212
53640287000908666ZC73587,255
53666372189371691PU96239,212
53374461231511025NX13455,212
53821641014878358ZQ76415,504
53539910739615308PV92080,749
53645543253776889WA29882,749
53219603908473163MR15144,749
53670091191532813OE81951,749
53585271176098620BA46160,307
53411862504765478DR45119,776
53425110907992362YS33526,737
53500598426702693RB36679,765
53249093601689865SF23978,740
53267879896877146XJ66818,725
53404133951760169TA32009,212
53887773990592308FX92295,725
53127389307871912VT35774,212
53633890800168652NH40356,794
53639335671729542TW42549,794
53108549545052144KY93343,794
53541184805710362ZR63494,794
53446290719938467SN83012,794
53749258567405367QT41280,794
53444240748384266VQ15875,794
53215939347882529BI15135,888
53496826519741204AM43912,888
53552988691045029QC96961,888
53732869827532956BB11763,980
53333792475884930GW31857,750
53359629417141223SG98300,756
53191513473711423XM81230,424
53141996490568126SH94813,424
53944753498422663SZ55802,452
53177511741113428GO97591,299
53720195147489918WJ76331,721
53406939890210188PN62682,794
53512145539548878JG31971,794
53581261783147835OL64230,794
53766464824194168ZI97173,212
53630429499088661WM53555,866
53110462318985975FT90335,212
53104857302436212KR37942,212
53881696575817242AF63010,212
53825425548448163PN62174,79
53197549719984049EQ42611,777
53976190102782589XM77776,424
53983943388191967NS52626,233
53851657053582650IE24276,136
53115125624062176KA34999,770
53293525695560923IB27408,166
53509826170384678TL77855,747
53996564256514578WB77908,747
53778508388758696KM26664,747
53819235686014739OT62986,888
53594174571099053IX77538,888
53332670216067886VW91002,888
53275988169316597SL10894,79
53514485633811690RT75245,79
53859206530445502JB97030,794
53694989501221185JW74775,794
53786618522715088TQ79156,794
53185951779568143NB87007,794
53208076270527808OV60528,794
53194032845215176DC73384,794
53581323757801269QZ42813,794
53610800433025946SL93204,764
53980621478339043RB85166,794
53743772754475764JK31989,749
53739313936740264NJ57257,212
53659927661853279OH91681,212
53246426152612015WT56769,212
53699655503981978IT97764,212
53177084756242185EQ57397,212
53943773162724884UE60351,794
53471396536436699PV78802,233
53787087454759757YD50263,737
53546634287399442FZ14169,166
53906731625155482YY32550,212
53662542337303556IL39707,212
53267503227705208CO87443,212
53409505807244396ZC78842,212
53780476094140018LS69410,212
53588291143395186XU10038,794
53285147679161254GU32602,794
53909014617995713ZI14634,794
53598113707917499LF45925,212
53905218608379888WS77592,212
53293178088030357LF21679,212
53769509938207953EX47607,212
53626199401831082WW52070,212
53330006163500161CD32791,212
53599187899582473MY79567,212
53533754805076523XZ52268,212
53597864269356141QF28158,212
53454649476343574ZZ13698,212
53472325675493257VA91252,888
53897619496161904IT13328,878
53323361703844737OC87372,131
53846138285652427YP32597,537
53340324960224125IJ78671,537
53847660586033552ET33589,543
53261039661620809YZ89264,980
53202252097141128JM15457,878
53966927321316215CA39685,963
53142280223217061MF74949,980
53240528386292874RC91719,827
53694102923515094OD47491,528
53479112495391432QZ99920,426
53447440878723419MJ19070,776
53958373807706198VQ19921,752
53189624352316764RY15966,755
53155055121864631FC14754,747
53634651762822127RK33008,794
53848245754699378MN51588,134
53602836902887994ZM87182,134
53204935619696520DA58660,794
53437517966263455WG61407,210
53813619821479576AQ83167,737
53531856181726494ZE10031,941
53613040424993511RE71786,794
53377647068129311SK12935,737
53839265489591939SZ53364,794
53852703936113429RQ24981,794
53823569052467246DK50089,794
53846351958929420BD31976,166
53117332416214105SC98731,794
53227719328223239GA22752,794
53944151539059856ZP73490,794
53303835186769231EN88713,794
53198630942429815SU80281,233
53372471501797740ZA12544,233
53413384824201133DH89430,745
53684948745298932UD21159,424
53483879843998532CW96802,424
53112455825404858NF47454,233
53354462562217548BS62687,152
53790465591550462HP36043,770
53207364695292685PK13556,770
53312003769363861PH72740,426
53913291140648490PS36737,765
53825546886700219YO96522,725
53725043325830276SY46113,722
53134943698013949PV43034,745
53793903203120427VB88305,737
53490827615424188CM30539,299
53553533354150850XX92940,179
53771992146241134AL24747,513
53482377884899895MY87862,210
53351673992337745ZA90806,497
53955098966475833KI23539,727
53174513305840314JW55151,737
53859879294350297NG29173,79
53852951772711600DI33816,79
53466360349128956MZ57785,794
53250174927544878TN13934,725
53691608708116597ON19605,32
53246532235802892UL66310,776
53254558398957978CQ60308,160
53980413950918255XL20275,242
53416661613063987AP81410,737
53933951966402835RA13066,229
53241110332622071DJ47323,212
53372932931380274SR76191,770
53875728967701509FQ41476,794
53265575931462447BO29880,229
53146600676194142OI81343,980
53874025958821516UZ47808,777
53206075890414269RL84926,424
53717989299034685EZ93635,424
53323913169619332VR84731,79
53278219285571317CP96592,740
53634351425064562NF46743,754
53714321791500437SA52307,794
53476217939288341VO88774,737
53978701993613858UM50149,737
53133744057206046TP48089,717
53687510980410355AZ25056,794
53267575893203466EX13270,537
53703404473465373FC76410,537
53394788803958825PU71172,497
53545699301375621VR88239,737
53660244024329503GO42475,736
53922918851799677CO24937,469
53366861782224928NU49589,222
53577019542413143QY33111,324
53319766985791429FV78643,424
53615088125691016UE36810,174
53706095643214554YO64865,539
53606657476201849HV67808,740
53162966743748142CV30452,749
53985106183511604MW11448,794
53648139523176538BF46609,794
53430464132062322CH38623,497
53375150916719454UB53803,765
53265335324397306WE31573,765
53542511664128330YQ69341,794
53391039859461329AO59636,79
53363046174253079BA62018,794
53525622207739691WY30613,794
53458020229184772AJ65869,794
53812094471231132LH71943,970
53312704582355308WV46016,290
53368891496569504YJ81999,537
53980616179987870TR54589,537
53711679886872900ZA90890,233
53740462908484391PS29252,233
53470723873623675LG90747,737
53839119435805491PV37839,324
53528429910425068UR16611,794
53267637518023033PE38957,794
53268732941086644IO63167,794
53206098724941414VY85813,513
53451797205397426ZX73220,888
53942163223412376FY38671,758
53409764668630184JS10893,424
53516889703223512TY53599,424
53364121194620981ZH56951,424
53218758194175457EB92573,424
53498611046989435SP32879,537
53376139435387726QP88849,537
53196690676527882BH94795,28
53828226112858618IM89239,776
53278527125828468VQ88625,28
53212596022990019VN71016,134
53326870583355655AV77526,174
53436678522464301FX98128,749
53872013471180531VT89385,794
53880461815847598GT55908,794
53451300864203334EA97257,794
53142125553973059XN36160,794
53235650013160956PV13198,794
53256618006360529DB33978,794
53825929735490280JQ54690,794
53552668133259704KL55920,79
53842554502045979AW53798,79
53864083241031529ZF32279,889
53788118857617437PL10330,727
53555620734520242QS43718,878
53924643234013962GK82844,210
53400666404050447AI90624,136
53998422553680808NG48682,784
53369637541902082OA74523,179
53835389830222878EC28227,537
53137348265964926JX20338,424
53989863664019387ST77804,152
53758700501834659EX51647,403
53533223173781657NZ45681,740
53525739956761595DW31430,794
53119368394273388WV41929,794
53336142066703309HT30855,794
53580457446768036AF72817,794
53159329553831023WA97260,794
53899341872594532IM24444,794
53612068088170403FS94815,727
53620319241586048EC39903,885
53239697865348627SV96815,878
53526229752760946GI28189,758
53486065666656893WO23926,794
53782240296450786LH63018,794
53144126619423976LW31085,794
53790639127579056ZY90121,212
53256217658431747PB47768,424
53177430937584044GN29086,537
53268180874323282SC81665,537
53295734229444978KL36515,765
53510214338294216CY72870,765
53693435889677485OB81354,765
53757730178267819CD67582,737
53725145109406308JA31525,737
53753544474859857CU53740,725
53292361115220814VV16411,166
53328994331570877LP32472,247
53787855088748340LX19960,794
53482648656207024TB10267,794
53450497645575193DG41425,794
53588840026631933NO42781,794
53661817950240402OH16368,794
53901180906342870MQ66959,777
53350038668180601JW57634,299
53268055875303648FM60479,766
53623643901910801KD13873,166
53280169720345920EH32065,290
53680555011543378CL91358,79
53790033352592121OJ69801,794
53295224343967316FU80769,794
53725370677346921HA46365,794
53641521517656970SN40387,233
53313485949318786HX57900,233
53874316961870944NL45056,766
53184142603310402TN63690,744
53749978878291961PL42049,537
53863650684920917GI80090,160
53372454072544156LF18098,776
53498948951950023MP69878,776
53836311814790577HB31612,160
53317267369408293UR30406,179
53141157141053237TS76189,166
53755852954346103TJ84088,426
53322402793853197TN62509,794
53644669973505416XB58432,899
53134314590656284BO70604,794
53887123929421356RE84323,794
53870897730773693KY77941,794
53272765892644384EM29305,794
53769937331706704IX97357,794
53804292202583341ZQ13623,794
53269548632014512PL46360,966
53914087472820199YZ82171,737
53217404231150666SK10549,424
53191716871335545RR81857,424
53105523392737581RX71625,740
53874513774051539AM30147,424
53229687548747812TW72987,424
53166623422466794EQ99621,424
53675985577202331YW68315,134
53916194351633197SM14998,134
53896100829068027CO61283,745
53758415769154553KG33222,134
53399543957515018UL81680,424
53760355268719538OJ15249,152
53574790115353515YR88382,233
53257066451258257MC78492,233
53994292608274758LK35804,537
53839472944651271IZ91547,537
53703367765860490SA58997,233
53416833665826507VM37227,179
53144980077485999JA82696,131
53556894075578534DR73379,131
53158063191154716CR51897,131
53294744501213032VY38619,794
53139206536746120UG86017,794
53493898380480882VW75042,794
53908402080672142JN94618,721
53118642064469456DD95103,794
53345639732033069EB33840,754
53733807853064224FK75347,721
53630245561903824QH85575,537
53982002027454477BN81939,537
53748616237334184HM13465,146
53371116796541503OW29080,541
53259264191086924VN87564,424
53910603943386568IJ62704,424
53850592328423206IS91786,424
53397258828778097WT23600,794
53435716488021145CE64496,424
53570599638065260CQ56193,424
53436959411775633ZC23706,424
53602873090044165MX94688,424
53532686685538038CI85981,794
53253940597280539ZD79586,424
53259077239717903PB61196,299
53533571233851974QS19681,745
53449415653218773RW75941,794
53129767842718727WJ44046,719
53503759118044297TH27315,358
53303395578273405FX24996,299
53373339982201243MA59242,302
53155103690230751DQ92788,433
53149492129280466UY13249,152
53440139968448993BY13958,776
53928912496713432BD32263,140
53726050636478839US56882,794
53702272843630790ID10438,794
53696462098824227GA80424,794
53490278020902187IQ72056,888
53288483825012817AB81538,82
53848169759244513PI87982,424
53270403416918939HY27535,233
53185940811741996JM11165,402
53551432500702175LX16596,745
53326584752371110BS27442,292
53914341561996238QD46110,537
53825017980230632ZZ90252,504
53984578603688500NR11017,794
53972051369538033WS25806,794
53812832886164877SB69619,794
53865099694086649CJ13810,794
53493138598896925UT50733,794
53584577229567285LC45536,134
53118419906083737DR86356,737
53232763614807502VG50048,299
53177444778359494ZQ35820,818
53736944704048307SS90451,528
53631807362615533YG86712,79
53373445942081808LX56315,79
53622163334032564WG16779,424
53483147042706848WY50181,424
53801640330807663RI54077,424
53508752057865433MP19530,424
53366755491536902PW13075,545
53642858480280635LG10758,784
53860537667765415UW82765,745
53380307571931049HJ49635,174
53310773631380507AL86228,150
53191058009706301SX80188,859
53154193304168748KL24686,888
53904944241548401CG40526,888
53696818015951189BL77708,497
53313828340024318KT48901,827
53947959325479394BJ41071,345
53386900376646573DW96354,794
53742009982323891JR50594,765
53188107327380867EW96722,327
53988669991476686EK97270,763
53760900606450040HN39163,776
53532525765570057SH10939,794
53418079618886787VG35994,794
53371720559207699SI24339,794
53942548062443086XR69559,497
53113500957528566OO29198,79
53636612049851116VO17781,737
53324918950576567EX25985,736
53980284150506753YE14383,134
53768368798721511RP41186,749
53584971344429833PY95143,212
53566929515191422IE90147,212
53508849849438945FB96005,794
53117075553324534BM72145,794
53182326419550536GL44390,307
53110244655722982FL49159,79
53505477682886946TP16281,794
53207602392371650ZJ18602,765
53324152731750187SL10306,424
53554833665058010ZQ36690,468
53484398459986141KJ37173,725
53370633613320170YH73005,737
53760150093782063CR53811,233
53798365196627420LZ43121,233
53457095974322115EN96432,233
53801728523106934WK34616,79
53660852826172316PU54025,794
53456008320237662XC95663,878
53856781678809228KF92120,923
53164683726464348GK45098,888
53147866939639079NK97202,715
53157453478994989VV86046,794
53929300734763088ZO49931,794
53942065732540564CS50526,794
53460061480058807ZT69330,794
53520909582128404HU84152,166
53739534655546155WY21230,794
53255630548639844VT16615,794
53381087560129992IW91235,794
53775524333538239NJ16145,497
53260394626127544TU21899,888
53964026100543665IA97044,414
53884788217426842HM63161,737
53861899354989384LV97984,794
53486378491692621NW79303,737
53411598880332761SX51256,210
53332427832701143GG11659,794
53668914371058206CV69288,794
53262960943195443MH41205,134
53370406872306621AT30894,539
53209748815005571HR69974,172
53266565604326954IB28855,424
53883785446155138OM77070,424
53107162262081738VI12890,424
53990554472219780BG20155,424
53404633630756919EI10705,424
53618485895858461LF41652,152
53969466463279433DD51605,424
53311204434671654QR40506,776
53678168422743320XR52496,776
53597586107844311YJ29916,784
53706219288277533FG42246,737
53844846666653549QG28716,737
53827380401525455VR25070,737
53123247464462133NI66326,725
53774505765298088GN96036,737
53447571864908240YU86462,737
53598754072981094FJ31685,737
53720783199794930EY67250,737
53463330900782774HK35045,413
53128383124088998US43776,737
53943990224983286EP39963,537
53803625791517720XX89898,266
53894511377350321KQ55797,766
53135605886092390NR42553,878
53251066331943606XK46811,403
53925451144564766NP37284,794
53436572483741838TX22536,794
53948364489248178SM14425,166
53195813310028074YY95816,79
53796444108027885AN72190,79
53799309992192285CJ14772,888
53926494801029368PZ21706,765
53643580458652767GO26190,166
53246319555395480EF58885,166
53894597809576426GE77444,166
53351565233934614SI33817,134
53808990986479558LA52813,749
53453330736348507MQ49456,765
53589183602656293ZT94488,766
53550150675389089EV33515,329
53355655556260753IF93714,794
53292241821087627ZN21003,794
53929195093469302ZX72446,794
53823596366480744WI76052,413
53415439856186368VN23780,727
53441213700649668NI82389,727
53986155192792481NO23025,727
53201512884038359JE15423,469
53889057975532794QT52708,794
53892185831830384MP77447,966
53792179365879583VO31556,966
53472399764575169CP74590,424
53304351656506968BO94940,424
53252790687831590DY98533,794
53141025432957404XD69188,776
53932871929338845ZS93845,776
53790852811284193PN20382,776
53545822659187192DP58932,794
53669447056027444QG99275,794
53587090768491566VA44450,794
53547795860994017MN84042,727
53236951151632972QZ92251,727
53615946761788376TT99908,727
53840534680453109EE49351,358
53536835880739450QO48555,136
53459274123356142NI59541,745
53706117221615230US23495,888
53843333007412533PC96548,424
53525388556674238CC79802,776
53865390744705254DR45530,725
53511796035705959YB20643,737
53576268452113708OD28910,727
53568727423282945BP44436,727
53706477817358653CP31734,727
53382158299446759JD95611,727
53162933328827474AU28492,727
53938819987619407ND77994,727
53961016944198343UN59835,755
53672016922606945YX61546,794
53161589781621990MV91710,753
53111053531678643HX83234,233
53519776253858161ZL79337,745
53854047262930259JO57183,794
53768873377082902ZR34383,794
53347243853758823TP62156,794
53430747574313094KW83218,471
53163731576868056HK56515,794
53934605564593916BM34328,853
53430771890092490RL81561,923
53258152481343097ZN45295,290
53518057555219271CA19142,754
53399680546371155QT44252,233
53598144813124628NT45510,233
53515439190395688XD86943,483
53855577764613226ME96247,483
53778951715058281ER52996,424
53618145550079065KH39325,424
53543128653107799SQ16222,424
53682159006494760AO21110,424
53773409551525396DC21469,152
53682209848973778AS15126,152
53904789655055931FA61136,752
53754329647004511VS50662,888
53673857478516716FF16462,413
53776439430325034HT12345,777
53349851312695718CW73065,794
53575517733199533CA97979,794
53952953014444259TP73445,725
53610954562039448BE33969,765
53190542634715752YQ16298,765
53457744689930016IP18206,737
53491156360207789IF18603,228
53125282504069082WC10073,737
53115951836240838SL99107,272
53750180196584654GW56854,272
53495539567396737GF33244,755
53168122328946930AJ89579,794
53477503024374080WI20514,722
53578147237724480HK15305,265
53755875295942980VB43497,160
53364362514284256NY41497,776
53243191528963676YG24439,776
53915183647799397BP87076,160
53191615931516106YX54784,727
53874597653418060HZ67174,233
53501345689151631ZR75779,160
53923883851792357NI37040,79
53381021649196414MQ62257,727
53775289681690618DR81861,756
53511307020379532KO86566,79
53572067946497196NZ30483,769
53609928036231625AT97651,953
53299588017764068OG49428,727
53121804791989989IR42855,329
53102956351744936HR39388,727
53577809887093224WC35531,727
53597630786088765IS83959,827
53608359999307379CD28744,113
53802896426918083EM40303,113
53427162938587726KB35314,777
53328663977223910TS82232,272
53704801675360410AI30208,737
53810232291514987JO50237,794
53582329775909855PI80066,255
53858147328069561FG40003,79
53343679742808596VX53355,287
53251697001338051SK50121,727
53937633487291941AS41664,737
53433358224761269HN99093,727
53594962507273622KB19190,727
53493946262673831LF57706,777
53743844505319133NV86221,287
53122603338136396OV47478,281
53295433862518584GC56540,287
53845657404473715NV50520,497
53266670708199097AX80663,497
53953540628867220VD37976,765
53796951015023547JN30459,765
53828700837389904SR29172,737
53525053847994695GP40932,737
53818232971769196SY85834,745
53295692644565816UU33374,228
53574015157497250UC56124,737
53405513371607740UN46876,737
53489796984280897RR80027,737
53666989623173903OY21611,755
53850292136458623RG60727,160
53139697492185617SQ73282,737
53471383700402475MF29943,737
53679184467255379PI63027,794
53314763621072010FF87250,727
53444691970402401HW20433,212
53811246566951418ON73426,233
53770748345335033XZ63923,476
53366583932385508TG60320,749
53996691403509068GU28305,299
53622043357532580SL76544,766
53877741981496133QM86701,756
53376579933044965UW46748,727
53510137103460626SJ41085,424
53120878711578698UE99784,727
53736897948780938CV32722,136
53261527029210171IN28731,136
53940385478482630YD12863,751
53729842285355480YU16995,745
53427641664921859DP42893,794
53191997566028377SI62248,747
53147884323275870JX27914,754
53454877540105632VU15398,754
53805640293597113CD39380,769
53920737107713385DY10304,370
53961065795307387GR76972,731
53895804525673124EV43664,766
53645381723916015QV32908,766
53685672545797210LV23634,370
53657446247003351SP99409,745
53275033233797161MI98012,769
53533718583067640DJ80447,794
53675000175556008AS61180,794
53356686395488416KR48225,794
53840129068670616KS22643,424
53298588944526203IT27605,79
53248095317683358VX95209,492
53500422332461584EY66930,292
53426044941751058ZZ42794,150
53950365607659602XY50221,262
53179606602431630VA92033,150
53150495099751841YJ95416,737
53671573714030917NI81289,152
53253271787083569AP39646,766
